OrderID,CustomerID,ProductName,Category,Quantity,UnitPrice,OrderDate,City,PaymentMethod,Discount
10319,1010,Romanzo,Libri,8,259.86,2025-05-24,Napoli,Carta,
10320,1193,Jeans,Abbigliamento,6,860.33,2025-09-30,,Carta,2.0
10321,1053,Tostapane,Casa,5,684.88,2025-10-02,Napoli,Contrassegno,5.0
10322,1083,Felpa,Abbigliamento,5,433.39,2025-05-20,Bologna,Bonifico,18.0
10323,1186,Monitor,Elettronica,9,633.88,2025-11-25,Milano,Bonifico,21.0
10324,1063,Cuffie Gaming,Gaming,6,941.25,2025-11-08,Napoli,Contrassegno,29.0
10325,1023,Console,Gaming,1,792.04,2025-10-29,Firenze,Contrassegno,38.0
10326,1199,Thriller,Libri,9,113.61,2025-02-12,Palermo,Contrassegno,35.0
10327,1004,Console,Gaming,6,462.02,2025-11-27,Firenze,PayPal,18.0
10328,1170,Lampada,Casa,5,315.15,2025-02-01,Firenze,PayPal,19.0
10329,1193,Thriller,Libri,9,56.44,2025-09-04,,Carta,35.0
10330,1110,Console,Gaming,1,744.92,2025-05-01,Bari,PayPal,3.0
10331,1091,Monitor,Elettronica,3,566.86,2025-08-24,Torino,Carta,12.0
10332,1184,Console,Gaming,8,949.72,2025-07-07,Roma,Bonifico,39.0
10333,1100,Console,Gaming,8,685.04,2025-11-24,Torino,Carta,21.0
10334,1129,Manuale Python,Libri,3,549.91,2025-11-07,Torino,Bonifico,0.0
10335,1104,Bicicletta,Sport,4,969.39,2025-06-30,Torino,PayPal,13.0
10336,1070,Thriller,Libri,-1,469.66,2025-07-02,Milano,Carta,24.0
10337,1159,Console,Gaming,10,996.21,2025-11-26,Napoli,Contrassegno,13.0
10338,1044,Lampada,Casa,1,912.87,2025-10-28,Napoli,PayPal,37.0
10339,1190,Tapis Roulant,Sport,5,397.7,2025-05-05,Bologna,Bonifico,1.0
10340,1003,Manubri,Sport,3,418.93,2025-02-21,Bologna,Bonifico,10.0
10341,1066,Tostapane,Casa,3,350.6,2025-11-05,Torino,Carta,0.0
10342,1071,Monitor,Elettronica,5,891.35,2025-04-05,Bologna,PayPal,25.0
10343,1132,Bicicletta,Sport,4,740.16,2025-07-20,Bari,Bonifico,12.0
10344,1034,Tapis Roulant,Sport,2,532.87,2025-07-13,Roma,Carta,33.0
10345,1156,Tapis Roulant,Sport,3,765.52,2025-01-25,Napoli,Contrassegno,6.0
10346,1129,Lampada,Casa,8,0.0,2025-01-01,Torino,Bonifico,24.0
10347,1029,Smartphone,Elettronica,2,18.07,2025-06-25,,Bonifico,2.0
10348,1188,Bicicletta,Sport,10,945.04,2025-10-12,Bologna,Carta,0.0
10349,1153,Thriller,Libri,6,728.03,2025-10-07,Bologna,Contrassegno,7.0
10350,1138,Romanzo,Libri,2,481.53,2025-07-30,Torino,PayPal,26.0
10351,1163,Lampada,Casa,5,853.76,2025-10-10,Torino,Bonifico,19.0
10352,1126,Romanzo,Libri,1,232.44,2025-06-04,Roma,PayPal,14.0
10353,1058,Manubri,Sport,9,456.88,2025-02-13,Palermo,Carta,36.0
10354,1145,Giacca,Abbigliamento,1,182.95,2025-10-29,Napoli,Carta,40.0
10355,1186,Giacca,Abbigliamento,7,437.53,2025-04-11,Roma,Contrassegno,40.0
10356,1039,Tostapane,Casa,5,782.13,2025-08-05,Napoli,Carta,
10357,1076,Monitor,Elettronica,7,218.87,2025-09-04,Milano,Bonifico,13.0
10358,1091,Romanzo,Libri,7,498.21,2025-07-23,Palermo,PayPal,5.0
10359,1199,Monitor,Elettronica,6,496.06,2025-07-04,Bari,PayPal,18.0
10360,1130,Joystick,Gaming,7,851.82,2025-09-06,Torino,Contrassegno,40.0
10361,1006,Manuale Python,Libri,6,816.52,2025-03-08,Bari,Bonifico,30.0
10362,1012,Giacca,Abbigliamento,6,168.0,2025-03-06,Firenze,,25.0
10363,1188,Tablet,Elettronica,6,801.6,2025-03-29,Bari,PayPal,20.0
10364,1076,Felpa,Abbigliamento,4,631.01,2025-01-29,Bari,Carta,26.0
10365,1137,Tablet,Elettronica,10,365.06,2025-05-28,Palermo,PayPal,0.0
10366,1013,Laptop,Elettronica,5,123.53,2025-11-12,Firenze,Contrassegno,35.0
10367,1108,Laptop,Elettronica,7,630.89,2025-07-15,Palermo,Carta,22.0
10368,1047,Cuffie Gaming,Gaming,6,896.32,2025-06-26,Bologna,Bonifico,21.0
10369,1197,Cuffie Gaming,Gaming,8,626.13,2025-04-22,Milano,Bonifico,
10370,1101,Aspirapolvere,Casa,7,511.13,2025-02-14,Milano,PayPal,13.0
10371,1035,Jeans,Abbigliamento,10,262.12,2025-03-16,,PayPal,6.0
10372,1055,Tostapane,Casa,5,942.42,2025-12-22,,Bonifico,1.0
10373,1017,Bicicletta,Sport,9,856.73,2025-04-28,Napoli,Bonifico,30.0
10374,1065,Laptop,Elettronica,7,247.63,2025-04-05,Roma,PayPal,24.0
10375,1058,Tostapane,Casa,7,303.75,2025-09-24,Milano,Contrassegno,29.0
10376,1062,Felpa,Abbigliamento,1,980.14,2025-06-06,Torino,Carta,10.0
10377,1084,Manuale Python,Libri,8,383.92,2025-06-21,Palermo,Bonifico,27.0
10378,1051,Joystick,Gaming,7,927.17,2025-03-12,Bari,Bonifico,15.0
10379,1062,Lampada,Casa,10,804.05,2025-05-06,Roma,Contrassegno,0.0
10380,1066,Giacca,Abbigliamento,9,741.48,2025-02-11,Napoli,PayPal,2.0
10381,1039,Jeans,Abbigliamento,8,637.62,2025-05-06,Palermo,PayPal,13.0
10382,1123,Tapis Roulant,Sport,7,233.4,2025-11-24,Bari,Contrassegno,6.0
10383,1175,Lampada,Casa,3,676.12,2025-03-04,Roma,PayPal,28.0
10384,1035,Felpa,Abbigliamento,8,623.2,2025-10-05,Firenze,Bonifico,37.0
10385,1147,Tapis Roulant,Sport,5,821.84,2025-07-15,Bari,Contrassegno,9.0
10386,1015,Tapis Roulant,Sport,1,634.83,2025-09-15,Firenze,Bonifico,39.0
10387,1127,Felpa,Abbigliamento,1,119.09,2025-07-24,Bologna,PayPal,18.0
10388,1067,Manuale Python,Libri,4,731.36,2025-03-17,Roma,PayPal,39.0
10389,1072,Monitor,Elettronica,7,547.08,2025-06-15,Firenze,Carta,19.0
10390,1099,Monitor,Elettronica,2,899.34,2025-02-03,Bari,Carta,28.0
10391,1194,Manubri,Sport,9,815.15,2025-06-07,Palermo,PayPal,4.0
10392,1120,Bicicletta,Sport,2,881.61,2025-03-11,Milano,Bonifico,14.0
10393,1055,Smartphone,Elettronica,6,211.79,2025-04-29,Bologna,PayPal,14.0
10394,1033,Giacca,Abbigliamento,2,873.11,2025-09-12,Roma,,9.0
10395,1163,Monitor,Elettronica,4,750.46,2025-11-16,Roma,Bonifico,37.0
10396,1012,Cuffie Gaming,Gaming,-1,523.47,2025-10-20,Milano,PayPal,11.0
10397,1183,Thriller,Libri,2,818.27,2025-10-06,Firenze,Carta,2.0
10398,1098,Bicicletta,Sport,10,466.73,2025-11-23,Torino,,16.0
10399,1054,Thriller,Libri,4,187.6,2025-01-07,Milano,Bonifico,14.0
10400,1026,Joystick,Gaming,3,180.88,2025-01-03,Milano,Carta,8.0
10401,1035,Manuale Python,Libri,9,777.66,2025-02-22,Torino,Carta,15.0
10402,1193,Manubri,Sport,2,722.97,2025-07-08,Palermo,Contrassegno,16.0
10403,1026,Thriller,Libri,7,949.43,2025-04-26,Milano,PayPal,10.0
10404,1128,Monitor,Elettronica,6,686.08,2025-06-18,Bari,Carta,32.0
10405,1007,Manubri,Sport,6,520.2,2025-03-04,Palermo,Carta,17.0
10406,1125,Aspirapolvere,Casa,5,181.01,2025-10-26,Firenze,Contrassegno,37.0
10407,1096,Monitor,Elettronica,10,344.42,2025-05-02,Napoli,Carta,34.0
10408,1093,Giacca,Abbigliamento,6,904.82,2025-04-07,Firenze,Bonifico,27.0
10409,1006,Bicicletta,Sport,5,417.81,2025-04-23,Palermo,Contrassegno,40.0
10410,1058,Tostapane,Casa,8,46.58,2025-03-19,Bologna,Carta,
10411,1101,Lampada,Casa,6,644.68,2025-05-29,Firenze,Bonifico,39.0
10412,1065,Felpa,Abbigliamento,4,783.93,2025-04-04,,,38.0
10413,1163,Cuffie Gaming,Gaming,5,311.49,2025-01-24,Bari,Contrassegno,38.0
10414,1151,Aspirapolvere,Casa,9,336.08,2025-10-19,Milano,Carta,6.0
10415,1070,Laptop,Elettronica,2,393.97,2025-05-02,Milano,PayPal,17.0
10416,1018,Monitor,Elettronica,4,851.04,2025-04-19,Firenze,Contrassegno,3.0
10417,1001,Lampada,Casa,7,436.94,2025-08-15,Milano,PayPal,15.0
10418,1050,Giacca,Abbigliamento,7,141.4,2025-08-27,Bologna,Contrassegno,26.0
10419,1189,Thriller,Libri,3,555.23,2025-12-21,Napoli,PayPal,8.0
10420,1185,Laptop,Elettronica,2,562.37,2025-12-27,Roma,Contrassegno,11.0
10421,1145,Manuale Python,Libri,9,471.71,2025-08-18,Roma,,21.0
10422,1043,Jeans,Abbigliamento,1,887.84,2025-05-15,Roma,PayPal,9.0
10423,1010,Romanzo,Libri,5,456.18,2025-09-29,Firenze,PayPal,9.0
10424,1094,Bicicletta,Sport,6,0.0,2025-03-23,Bologna,Carta,21.0
10425,1183,Felpa,Abbigliamento,9,391.31,2025-12-14,Torino,PayPal,14.0
10426,1046,Thriller,Libri,3,733.78,2025-01-05,Roma,Bonifico,3.0
10427,1190,Jeans,Abbigliamento,9,973.33,2025-07-29,Torino,Bonifico,14.0
10428,1043,Laptop,Elettronica,10,591.48,2025-12-27,Torino,Bonifico,29.0
10429,1182,Tablet,Elettronica,3,700.58,2025-03-29,Roma,Carta,1.0
10430,1103,Aspirapolvere,Casa,1,20.03,2025-10-14,Napoli,Bonifico,7.0
10431,1084,Thriller,Libri,1,478.58,2025-01-09,Firenze,Bonifico,22.0
10432,1017,Manubri,Sport,9,36.6,2025-01-09,Roma,Carta,34.0
10433,1021,Lampada,Casa,5,648.76,2025-06-12,Palermo,Contrassegno,16.0
10434,1157,Aspirapolvere,Casa,2,878.1,2025-04-21,Firenze,Contrassegno,21.0
10435,1107,Giacca,Abbigliamento,1,351.81,2025-09-04,Milano,Bonifico,20.0
10436,1195,Tostapane,Casa,5,790.76,2025-02-15,Firenze,Bonifico,6.0
10437,1180,Console,Gaming,3,272.19,2025-11-09,Bologna,Contrassegno,27.0
10438,1148,Tapis Roulant,Sport,6,958.24,2025-04-18,Bari,Carta,29.0
10439,1078,Cuffie Gaming,Gaming,10,78.21,2025-03-10,Milano,PayPal,6.0
10440,1147,Bicicletta,Sport,10,784.33,2025-07-23,,Contrassegno,37.0
10441,1076,Thriller,Libri,9,38.65,2025-06-13,Palermo,Contrassegno,4.0
10442,1189,Giacca,Abbigliamento,4,397.37,2025-09-26,Firenze,PayPal,12.0
10443,1011,Manubri,Sport,10,319.06,2025-08-04,Palermo,PayPal,15.0
10444,1094,Romanzo,Libri,10,999.45,2025-07-01,Bologna,Contrassegno,26.0
10445,1189,Felpa,Abbigliamento,7,695.75,2025-08-31,Bologna,,25.0
10446,1182,Aspirapolvere,Casa,5,549.14,2025-12-15,Palermo,Bonifico,37.0
10447,1004,Tablet,Elettronica,9,550.02,2025-07-08,Napoli,Carta,23.0
10448,1076,Bicicletta,Sport,7,948.37,2025-08-15,Bari,Carta,6.0
10449,1081,Monitor,Elettronica,9,667.82,2025-12-13,Bologna,Bonifico,2.0
10450,1124,Monitor,Elettronica,4,451.34,2025-02-05,Firenze,Contrassegno,19.0
10451,1072,Thriller,Libri,7,678.29,2025-11-29,Bari,Bonifico,29.0
10452,1127,Console,Gaming,8,260.44,2025-04-03,Milano,Carta,13.0
10453,1153,Smartphone,Elettronica,5,296.22,2025-06-08,Roma,PayPal,16.0
10454,1155,Cuffie Gaming,Gaming,5,547.85,2025-06-08,Bologna,Bonifico,5.0
10455,1050,Console,Gaming,5,300.83,2025-09-29,Palermo,Carta,12.0
10456,1003,Manubri,Sport,8,297.57,2025-04-17,Milano,Contrassegno,6.0
10457,1093,Smartphone,Elettronica,3,235.76,2025-09-02,Bologna,,18.0
10458,1007,Manuale Python,Libri,9,372.72,2025-07-17,Firenze,PayPal,17.0
10459,1007,Tostapane,Casa,9,543.35,2025-02-19,Torino,Carta,30.0
10460,1070,Romanzo,Libri,8,985.26,2025-12-14,Bologna,Bonifico,2.0
10461,1122,Cuffie Gaming,Gaming,6,487.05,2025-05-13,Roma,Bonifico,150.0
10462,1148,Manubri,Sport,4,73.27,2025-12-31,Palermo,Carta,33.0
10463,1085,Giacca,Abbigliamento,7,388.0,2025-04-07,Roma,Bonifico,7.0
10464,1122,Aspirapolvere,Casa,6,195.85,2025-02-05,Bologna,Carta,24.0
10465,1135,Smartphone,Elettronica,4,112.22,2025-11-19,Bari,Carta,6.0
10466,1039,Joystick,Gaming,9,944.59,2025-08-06,Roma,Contrassegno,9.0
10467,1119,Giacca,Abbigliamento,4,552.28,2025-04-08,Bari,Carta,4.0
10468,1167,Joystick,Gaming,6,797.23,2025-12-30,Milano,,4.0
10469,1139,Tostapane,Casa,4,178.82,2025-07-14,Roma,Contrassegno,-10.0
10470,1099,Manuale Python,Libri,4,508.38,2025-06-20,Roma,,33.0
10471,1126,Cuffie Gaming,Gaming,7,881.77,2025-09-05,Milano,Contrassegno,39.0
10472,1148,Joystick,Gaming,7,86.3,2025-07-25,Torino,Carta,21.0
10473,1099,Monitor,Elettronica,9,84.54,2025-09-28,Firenze,PayPal,13.0
10474,1003,Tablet,Elettronica,2,356.44,2025-09-30,Firenze,Carta,20.0
10475,1020,Tostapane,Casa,4,646.87,2025-10-17,Milano,Bonifico,38.0
10476,1108,Manubri,Sport,5,224.58,2025-04-21,Roma,Contrassegno,5.0
10477,1175,Tostapane,Casa,5,172.75,2025-04-25,Bari,Bonifico,40.0
10478,1113,Bicicletta,Sport,8,389.7,2025-06-17,Palermo,Bonifico,2.0
10479,1161,Console,Gaming,10,497.54,2025-06-04,Roma,Contrassegno,21.0
10480,1136,Laptop,Elettronica,2,756.34,2025-08-20,Roma,Contrassegno,32.0
10481,1157,Aspirapolvere,Casa,10,415.38,2025-01-21,Roma,Contrassegno,35.0
10482,1087,Tapis Roulant,Sport,2,878.45,2025-09-25,Roma,Carta,22.0
10483,1054,Aspirapolvere,Casa,4,367.87,2025-06-30,Roma,Contrassegno,22.0
10484,1030,Manuale Python,Libri,6,707.99,2025-01-11,Roma,Contrassegno,0.0
10485,1100,Manuale Python,Libri,8,435.53,2025-02-27,Palermo,Bonifico,23.0
10486,1145,Tablet,Elettronica,8,389.77,2025-03-07,Bari,,32.0
10487,1033,Aspirapolvere,Casa,5,380.02,2025-07-08,Palermo,Contrassegno,26.0
10488,1041,Romanzo,Libri,1,109.77,2025-06-26,Bari,Carta,1.0
10489,1124,Tablet,Elettronica,5,888.53,2025-08-05,Torino,Carta,40.0
10490,1069,Manuale Python,Libri,6,280.95,2025-12-26,Bologna,PayPal,5.0
10491,1198,Console,Gaming,3,905.48,2025-01-13,Bari,Contrassegno,0.0
10492,1142,Jeans,Abbigliamento,5,445.6,2025-05-02,Bologna,Bonifico,39.0
10493,1015,Thriller,Libri,7,196.85,2025-09-08,Palermo,PayPal,20.0
10494,1069,Manubri,Sport,10,70.68,2025-05-20,Firenze,Bonifico,2.0
10495,1116,Tostapane,Casa,7,370.68,2025-12-31,Napoli,Carta,30.0
10496,1032,Manuale Python,Libri,2,423.79,2025-01-20,Firenze,PayPal,
10497,1042,Thriller,Libri,10,999.44,2025-08-06,Bologna,Carta,40.0
10498,1130,Monitor,Elettronica,9,896.7,2025-05-19,Firenze,Contrassegno,31.0
10499,1199,Monitor,Elettronica,9,377.01,2025-08-11,Firenze,Contrassegno,14.0
10500,1183,Thriller,Libri,2,528.72,2025-04-04,,Contrassegno,10.0
10501,1055,Giacca,Abbigliamento,3,198.82,2025-09-13,Napoli,Carta,18.0
10502,1131,Tablet,Elettronica,1,790.66,2025-10-25,Torino,Contrassegno,7.0
10503,1066,Manuale Python,Libri,2,895.84,2025-09-27,Roma,Contrassegno,26.0
10504,1064,Romanzo,Libri,2,270.11,2025-09-03,Torino,Contrassegno,36.0
10505,1068,Manuale Python,Libri,9,827.18,2025-07-08,Palermo,Contrassegno,31.0
10506,1175,Bicicletta,Sport,1,204.7,2025-03-11,Bari,Contrassegno,
10507,1003,Lampada,Casa,7,406.38,2025-12-11,Torino,Contrassegno,12.0
10508,1145,Tostapane,Casa,2,600.18,2025-10-03,Bari,Contrassegno,24.0
10509,1164,Jeans,Abbigliamento,8,560.1,2025-10-25,Palermo,Carta,21.0
10510,1075,Tostapane,Casa,5,455.62,2025-03-23,Bologna,Bonifico,14.0
10511,1183,Manubri,Sport,2,639.57,2025-03-17,Firenze,Contrassegno,22.0
10512,1101,Joystick,Gaming,8,5.24,2025-03-16,Palermo,PayPal,5.0
10513,1175,Console,Gaming,3,236.61,2025-03-14,Firenze,PayPal,16.0
10514,1035,Console,Gaming,7,860.36,2025-07-04,,Contrassegno,40.0
10515,1010,Giacca,Abbigliamento,8,138.45,2025-01-02,Bari,Carta,7.0
10516,1055,Romanzo,Libri,4,825.86,2025-02-28,Bari,Contrassegno,26.0
10517,1200,Laptop,Elettronica,10,765.22,2025-11-02,Palermo,Carta,10.0
10518,1193,Cuffie Gaming,Gaming,6,528.88,2025-03-28,Firenze,Contrassegno,150.0
10519,1021,Manubri,Sport,7,101.69,2025-06-15,Palermo,PayPal,15.0
10520,1027,Manubri,Sport,10,245.12,2025-10-27,Palermo,,36.0
10521,1153,Bicicletta,Sport,8,581.18,2025-04-27,Torino,Contrassegno,29.0
10522,1047,Console,Gaming,3,160.25,2025-12-12,,PayPal,7.0
10523,1096,Console,Gaming,3,0.0,2025-04-26,Milano,Contrassegno,5.0
10524,1177,Console,Gaming,2,683.13,2025-06-10,Bologna,Contrassegno,18.0
10525,1054,Cuffie Gaming,Gaming,9,883.63,2025-04-29,Torino,Carta,26.0
10526,1065,Monitor,Elettronica,4,758.86,2025-12-25,Firenze,PayPal,20.0
10527,1045,Cuffie Gaming,Gaming,3,726.08,2025-11-08,Bologna,Contrassegno,37.0
10528,1073,Lampada,Casa,-1,256.18,2025-01-19,,Carta,25.0
10529,1141,Bicicletta,Sport,6,763.34,2025-11-13,Firenze,PayPal,9.0
10530,1178,Giacca,Abbigliamento,4,426.41,2025-02-17,Roma,PayPal,3.0
10531,1169,Joystick,Gaming,4,59.63,2025-03-11,Roma,Carta,21.0
10532,1062,Cuffie Gaming,Gaming,6,187.47,2025-06-05,Bari,Contrassegno,27.0
10533,1020,Giacca,Abbigliamento,2,757.0,2025-08-13,Roma,,
10534,1178,Giacca,Abbigliamento,8,257.08,2025-11-06,Firenze,PayPal,40.0
10535,1182,Tostapane,Casa,9,361.51,2025-06-30,Palermo,PayPal,13.0
10536,1151,Monitor,Elettronica,7,662.69,2025-12-26,Milano,Carta,0.0
10537,1198,Tablet,Elettronica,5,729.53,2025-05-15,Roma,Contrassegno,5.0
10538,1099,Bicicletta,Sport,2,0.0,2025-03-20,Torino,Contrassegno,20.0
10539,1072,Romanzo,Libri,7,781.7,2025-04-16,Milano,Bonifico,21.0
10540,1173,Cuffie Gaming,Gaming,1,14.51,2025-07-21,Palermo,Carta,2.0
10541,1168,Aspirapolvere,Casa,3,719.09,2025-03-31,Milano,Contrassegno,24.0
10542,1066,Bicicletta,Sport,10,517.16,2025-12-22,Roma,Bonifico,10.0
10543,1088,Giacca,Abbigliamento,8,611.97,2025-10-13,Firenze,Carta,31.0
10544,1076,Smartphone,Elettronica,7,89.46,2025-05-23,Milano,Carta,34.0
10545,1011,Thriller,Libri,5,584.47,2025-07-25,Bologna,PayPal,38.0
10546,1122,Giacca,Abbigliamento,8,289.33,2025-04-28,Napoli,Contrassegno,35.0
10547,1040,Tostapane,Casa,8,380.54,2025-09-02,Firenze,Contrassegno,3.0
10548,1030,Tostapane,Casa,9,594.81,2025-11-08,Firenze,Bonifico,-10.0
10549,1162,Jeans,Abbigliamento,5,154.75,2025-03-15,Bari,Bonifico,38.0
10550,1025,Manubri,Sport,3,299.54,2025-10-01,,Contrassegno,7.0
10551,1111,Cuffie Gaming,Gaming,9,7.63,2025-07-01,Palermo,Contrassegno,24.0
10552,1000,Tostapane,Casa,5,424.76,2025-08-24,Torino,Contrassegno,12.0
10553,1015,Bicicletta,Sport,9,759.57,2025-01-25,Bologna,Bonifico,30.0
10554,1159,Aspirapolvere,Casa,3,168.64,2025-07-06,Roma,PayPal,34.0
10555,1033,Lampada,Casa,9,519.73,2025-05-16,Milano,Contrassegno,9.0
10556,1197,Tapis Roulant,Sport,-1,969.91,2025-07-06,Bologna,Contrassegno,2.0
10557,1075,Thriller,Libri,10,671.61,2025-12-21,Firenze,Contrassegno,37.0
10558,1161,Console,Gaming,2,680.54,2025-02-22,Bologna,PayPal,6.0
10559,1080,Tostapane,Casa,5,859.74,2025-09-26,Bari,PayPal,4.0
10560,1161,Tostapane,Casa,7,187.93,2025-02-01,Firenze,Carta,22.0
10561,1027,Laptop,Elettronica,10,498.32,2025-02-04,Milano,Bonifico,4.0
10562,1147,Jeans,Abbigliamento,4,561.42,2025-05-25,Firenze,Bonifico,6.0
10563,1134,Console,Gaming,1,851.44,2025-11-14,Bari,,10.0
10564,1073,Lampada,Casa,2,573.04,2025-06-15,Milano,PayPal,14.0
10565,1034,Manuale Python,Libri,8,365.47,2025-11-17,Milano,Bonifico,
10566,1014,Tostapane,Casa,2,437.38,2025-04-22,Torino,Carta,35.0
10567,1155,Aspirapolvere,Casa,7,159.76,2025-03-04,Torino,Contrassegno,24.0
10568,1060,Tostapane,Casa,2,634.71,2025-07-10,Roma,Bonifico,
10569,1135,Jeans,Abbigliamento,6,83.6,2025-02-24,Roma,PayPal,36.0
10570,1144,Tablet,Elettronica,9,493.21,2025-11-11,Milano,PayPal,29.0
10571,1129,Giacca,Abbigliamento,4,454.48,2025-11-26,Bari,Contrassegno,1.0
10572,1188,Monitor,Elettronica,3,528.98,2025-06-29,Bologna,Carta,23.0
10573,1026,Thriller,Libri,2,820.3,2025-10-03,Palermo,Contrassegno,30.0
10574,1114,Thriller,Libri,6,474.32,2025-11-11,Torino,PayPal,40.0
10575,1123,Romanzo,Libri,9,863.1,2025-11-21,Torino,Contrassegno,23.0
10576,1196,Manubri,Sport,3,719.2,2025-05-21,Palermo,Carta,32.0
10577,1104,Felpa,Abbigliamento,9,746.03,2025-11-03,Torino,PayPal,21.0
10578,1007,Joystick,Gaming,7,937.7,2025-02-09,Milano,Carta,40.0
10579,1063,Tostapane,Casa,7,818.74,2025-05-10,Firenze,PayPal,30.0
10580,1049,Joystick,Gaming,4,180.19,2025-07-12,Roma,Contrassegno,22.0
10581,1162,Joystick,Gaming,4,21.8,2025-07-11,Palermo,Contrassegno,5.0
10582,1046,Lampada,Casa,3,289.07,2025-05-14,Firenze,PayPal,36.0
10583,1042,Manuale Python,Libri,3,684.34,2025-11-16,Palermo,Bonifico,12.0
10584,1183,Manubri,Sport,2,673.67,2025-12-15,Napoli,Bonifico,10.0
10585,1001,Smartphone,Elettronica,2,639.74,2025-01-07,,Contrassegno,36.0
10586,1047,Lampada,Casa,10,876.39,2025-12-01,Bari,PayPal,36.0
10587,1043,Laptop,Elettronica,10,218.15,2025-10-31,Roma,PayPal,
10588,1097,Bicicletta,Sport,9,343.88,2025-02-26,Roma,Contrassegno,5.0
10589,1173,Console,Gaming,4,283.26,2025-04-05,Bologna,Contrassegno,10.0
10590,1101,Aspirapolvere,Casa,3,260.51,2025-10-29,Napoli,Contrassegno,20.0
10591,1008,Cuffie Gaming,Gaming,6,969.83,2025-12-15,Roma,Carta,24.0
10592,1159,Tablet,Elettronica,7,954.8,2025-08-31,Bologna,Carta,
10593,1078,Romanzo,Libri,7,143.24,2025-07-23,Roma,Contrassegno,37.0
10594,1163,Manubri,Sport,5,559.32,2025-12-25,Roma,PayPal,35.0
10595,1029,Tapis Roulant,Sport,10,94.87,2025-04-29,Firenze,Carta,9.0
10596,1153,Giacca,Abbigliamento,3,293.4,2025-03-20,Roma,Carta,38.0
10597,1158,Aspirapolvere,Casa,8,876.7,2025-09-07,Bari,PayPal,29.0
10598,1125,Laptop,Elettronica,4,670.88,2025-07-16,Firenze,PayPal,7.0
10599,1134,Bicicletta,Sport,9,88.66,2025-06-02,Roma,Bonifico,4.0
10600,1065,Manubri,Sport,9,984.6,2025-04-11,Milano,Contrassegno,29.0
10601,1017,Giacca,Abbigliamento,2,863.16,2025-04-22,Firenze,Bonifico,15.0
10602,1032,Jeans,Abbigliamento,5,880.68,2025-06-21,,Bonifico,11.0
10603,1111,Lampada,Casa,8,504.25,2025-09-02,Bari,Bonifico,
10604,1165,Romanzo,Libri,10,609.99,2025-03-09,Torino,Contrassegno,
10605,1148,Manuale Python,Libri,7,642.25,2025-02-08,Napoli,PayPal,10.0
10606,1084,Joystick,Gaming,7,774.33,2025-08-21,Torino,Contrassegno,27.0
10607,1010,Giacca,Abbigliamento,5,422.65,2025-08-07,Bari,Bonifico,0.0
10608,1067,Tapis Roulant,Sport,2,895.52,2025-12-02,Bologna,Contrassegno,7.0
10609,1123,Lampada,Casa,4,685.39,2025-07-20,Torino,Carta,34.0
10610,1147,Manuale Python,Libri,2,467.66,2025-11-07,Milano,PayPal,33.0
10611,1093,Tapis Roulant,Sport,5,377.36,2025-12-28,Roma,Contrassegno,
10612,1019,Romanzo,Libri,2,494.43,2025-12-29,Palermo,PayPal,21.0
10613,1066,Tablet,Elettronica,4,775.07,2025-06-14,Bologna,Carta,
10614,1152,Laptop,Elettronica,5,375.17,2025-05-09,Torino,PayPal,31.0
10615,1121,Joystick,Gaming,10,948.26,2025-07-19,Torino,PayPal,6.0
10616,1200,Romanzo,Libri,8,963.99,2025-09-30,Milano,Contrassegno,31.0
10617,1028,Joystick,Gaming,6,793.98,2025-05-18,Bologna,Contrassegno,5.0
10618,1066,Manubri,Sport,10,478.65,2025-07-10,Roma,Carta,5.0
10619,1144,Aspirapolvere,Casa,8,279.64,2025-12-14,Palermo,PayPal,32.0
10620,1127,Manubri,Sport,5,303.42,2025-04-27,Roma,Contrassegno,33.0
10621,1034,Aspirapolvere,Casa,2,650.8,2025-11-08,Napoli,Bonifico,30.0
10622,1155,Felpa,Abbigliamento,7,648.22,2025-04-17,,Contrassegno,150.0
10623,1013,Lampada,Casa,5,686.75,2025-01-30,Napoli,Contrassegno,19.0
10624,1067,Tapis Roulant,Sport,6,130.22,2025-07-05,Roma,PayPal,30.0
10625,1039,Console,Gaming,1,926.64,2025-10-01,Bologna,PayPal,26.0
10626,1157,Aspirapolvere,Casa,4,221.25,2025-01-28,Firenze,PayPal,32.0
10627,1155,Console,Gaming,4,185.14,2025-05-25,,Contrassegno,10.0
10628,1099,Cuffie Gaming,Gaming,10,716.43,2025-06-02,Napoli,Contrassegno,34.0
10629,1085,Thriller,Libri,10,132.51,2025-10-05,Torino,Bonifico,27.0
10630,1017,Tablet,Elettronica,4,694.24,2025-05-19,Bari,Contrassegno,26.0
10631,1193,Bicicletta,Sport,1,62.62,2025-07-27,Bologna,PayPal,5.0
10632,1114,Cuffie Gaming,Gaming,6,113.2,2025-08-14,Firenze,PayPal,2.0
10633,1050,Manuale Python,Libri,5,580.49,2025-09-22,Bari,Contrassegno,6.0
10634,1179,Thriller,Libri,5,65.0,2025-06-19,Roma,,34.0
10635,1073,Thriller,Libri,3,174.37,2025-12-30,Milano,PayPal,
10636,1187,Thriller,Libri,10,886.9,2025-08-17,Bari,Bonifico,40.0
10637,1004,Romanzo,Libri,4,505.02,2025-05-14,,Carta,30.0
10638,1123,Tostapane,Casa,2,755.23,2025-05-14,Palermo,Carta,19.0
